sp_creole,dbh_cm,ht_m,ba_m2,plot_no,plot_shp,plot_area,genus
kokoye,20.1,,0.031730871199420314,16,2Delugert.shp,0.797335,Cocos
kokoye,20.5,8.0,0.03300635781677776,16,2Delugert.shp,0.797335,Cocos
mango,36.3,6.2,0.10349113059271836,16,2Delugert.shp,0.797335,Mangifera
kenep,28.9,9.0,0.06559724000511827,16,2Delugert.shp,0.797335,Melicoccus
mango,35.4,7.3,0.09842295624431462,16,2Delugert.shp,0.797335,Mangifera
kokoye,20.1,,0.031730871199420314,16,2Delugert.shp,0.797335,Cocos
mango,41.9,9.0,0.13788528696421942,16,2Delugert.shp,0.797335,Mangifera
kokoye,21.5,,0.036305030103047045,16,2Delugert.shp,0.797335,Cocos
mango,41.9,,0.13788528696421942,16,2Delugert.shp,0.797335,Mangifera
kokoye,21.5,7.6,0.036305030103047045,16,2Delugert.shp,0.797335,Cocos
mango,33.5,7.0,0.08814130888727865,16,2Delugert.shp,0.797335,Mangifera
mango,34.9,,0.09566228169997258,16,2Delugert.shp,0.797335,Mangifera
kokoye,20.9,,0.034306977175363934,16,2Delugert.shp,0.797335,Cocos
mango,36.3,8.8,0.10349113059271836,16,2Delugert.shp,0.797335,Mangifera
kokoye,22.5,7.8,0.03976078202199582,16,2Delugert.shp,0.797335,Cocos
mango,38.5,8.5,0.11641564276958677,16,2Delugert.shp,0.797335,Mangifera
mango,26.5,8.0,0.05515458602458581,16,2Delugert.shp,0.797335,Mangifera
mango,44.5,,0.15552847130677971,16,2Delugert.shp,0.797335,Mangifera
kokoye,21.2,,0.03529893505573491,16,2Delugert.shp,0.797335,Cocos
mango,34.5,,0.09348201639838126,16,2Delugert.shp,0.797335,Mangifera
mango,34.3,,0.09240130852554637,16,2Delugert.shp,0.797335,Mangifera
kokoye,18.5,,0.026880252142277666,16,2Delugert.shp,0.797335,Cocos
mango,46.5,,0.1698227178806133,16,2Delugert.shp,0.797335,Mangifera
mango,38.5,,0.11641564276958677,16,2Delugert.shp,0.797335,Mangifera
kokoye,18.1,6.0,0.025730429231063806,16,2Delugert.shp,0.797335,Cocos
kokoye,17.3,,0.023506181632322234,16,2Delugert.shp,0.797335,Cocos
kokoye,20.2,,0.032047386659269476,16,2Delugert.shp,0.797335,Cocos
kokoye,20.4,,0.0326851299679482,16,2Delugert.shp,0.797335,Cocos
kokoye,16.1,,0.02035830579342526,16,2Delugert.shp,0.797335,Cocos
kokoye,25.4,,0.05067074790974978,16,2Delugert.shp,0.797335,Cocos
kokoye,20.4,7.2,0.0326851299679482,16,2Delugert.shp,0.797335,Cocos
kokoye,25.9,7.8,0.05268529419886423,16,2Delugert.shp,0.797335,Cocos
kokoye,26.2,9.8,0.05391287152825445,16,2Delugert.shp,0.797335,Cocos
kokoye,25.4,8.0,0.05067074790974978,16,2Delugert.shp,0.797335,Cocos
chenn,5.9,5.0,0.002733971006786518,16,2Delugert.shp,0.797335,Catalpa
chenn,54.0,4.5,0.22902210444669593,16,2Delugert.shp,0.797335,Catalpa
kokoye,30.1,,0.0711578590019722,16,2Delugert.shp,0.797335,Cocos
kokoye,24.9,8.6,0.04869547152880519,16,2Delugert.shp,0.797335,Cocos
kokoye,25.5,,0.051070515574919075,16,2Delugert.shp,0.797335,Cocos
kokoye,19.5,7.0,0.029864765163187975,16,2Delugert.shp,0.797335,Cocos
kokoye,22.5,,0.03976078202199582,16,2Delugert.shp,0.797335,Cocos
kokoye,21.9,7.6,0.03766848131470501,16,2Delugert.shp,0.797335,Cocos
kokoye,21.3,7.8,0.03563272927517883,16,2Delugert.shp,0.797335,Cocos
kokoye,19.4,7.4,0.029559245277626354,16,2Delugert.shp,0.797335,Cocos
kokoye,22.5,7.0,0.03976078202199582,16,2Delugert.shp,0.797335,Cocos
kokoye,17.3,,0.023506181632322234,16,2Delugert.shp,0.797335,Cocos
kokoye,20.3,8.8,0.03236547291544545,16,2Delugert.shp,0.797335,Cocos
kokoye,23.4,,0.04300526183499067,16,2Delugert.shp,0.797335,Cocos
kokoye,22.7,,0.04047078196170711,16,2Delugert.shp,0.797335,Cocos
kokoye,23.4,,0.04300526183499067,16,2Delugert.shp,0.797335,Cocos
chenn,45.3,,0.16117077171262695,16,2Delugert.shp,0.797335,Catalpa
gommier,8.1,,0.005152997350050658,16,2Delugert.shp,0.797335,Acacia
kokoye,22.1,,0.038359631698494774,16,2Delugert.shp,0.797335,Cocos
kokoye,20.1,,0.031730871199420314,16,2Delugert.shp,0.797335,Cocos
kokoye,22.5,,0.03976078202199582,16,2Delugert.shp,0.797335,Cocos
kokoye,21.1,,0.0349667116326178,16,2Delugert.shp,0.797335,Cocos
kokoye,22.9,8.0,0.04118706508672558,16,2Delugert.shp,0.797335,Cocos
kokoye,21.6,,0.03664353671147135,16,2Delugert.shp,0.797335,Cocos
kokoye,23.5,9.5,0.04337361357362408,16,2Delugert.shp,0.797335,Cocos
kokoye,22.4,,0.03940813824663036,16,2Delugert.shp,0.797335,Cocos
kokoye,19.5,,0.029864765163187975,16,2Delugert.shp,0.797335,Cocos
kokoye,19.5,,0.029864765163187975,16,2Delugert.shp,0.797335,Cocos
kokoye,19.1,,0.028652110398902312,16,2Delugert.shp,0.797335,Cocos
kokoye,20.4,,0.0326851299679482,16,2Delugert.shp,0.797335,Cocos
kokoye,16.7,,0.02190396937899143,16,2Delugert.shp,0.797335,Cocos
kokoye,20.5,,0.03300635781677776,16,2Delugert.shp,0.797335,Cocos
kokoye,22.1,,0.038359631698494774,16,2Delugert.shp,0.797335,Cocos
kokoye,19.3,,0.029255296188391556,16,2Delugert.shp,0.797335,Cocos
kokoye,18.4,,0.026590440219984007,16,2Delugert.shp,0.797335,Cocos
kokoye,20.5,,0.03300635781677776,16,2Delugert.shp,0.797335,Cocos
kokoye,16.4,,0.021124069002737764,16,2Delugert.shp,0.797335,Cocos
kokoye,17.5,,0.02405281875404685,16,2Delugert.shp,0.797335,Cocos
kokoye,20.2,,0.032047386659269476,16,2Delugert.shp,0.797335,Cocos
kokoye,18.5,,0.026880252142277666,16,2Delugert.shp,0.797335,Cocos
benzoliv,18.9,,0.02805520779472024,16,2Delugert.shp,0.797335,Moringa
figye,76.7,14.0,0.4620411001469215,16,2Delugert.shp,0.797335,Clusia
figye,67.5,,0.35784703819796243,16,2Delugert.shp,0.797335,Clusia
figye,106.9,,0.8975223906022314,16,2Delugert.shp,0.797335,Clusia
figye,11.4,19.4,0.010207034531513238,16,2Delugert.shp,0.797335,Clusia
mango,12.9,5.7,0.013069810837096936,17,3Deluger.shp,0.701758,Mangifera
chenn,17.2,7.1,0.023235219265950107,17,3Deluger.shp,0.701758,Catalpa
latanye lame,24.4,10.2,0.04675946505603048,17,3Deluger.shp,0.701758,Thrinax
latanye lame,23.9,10.3,0.04486272849142564,17,3Deluger.shp,0.701758,Thrinax
chenn,5.9,4.8,0.002733971006786518,17,3Deluger.shp,0.701758,Catalpa
latanye lame,32.5,9.6,0.08295768100885548,17,3Deluger.shp,0.701758,Thrinax
kokoye,27.9,4.0,0.06113617843702075,17,3Deluger.shp,0.701758,Cocos
latanye lame,44.9,,0.15833705513908897,17,3Deluger.shp,0.701758,Thrinax
latanye lame,56.7,,0.2524968701524823,17,3Deluger.shp,0.701758,Thrinax
latanye lame,42.5,,0.14186254326366407,17,3Deluger.shp,0.701758,Thrinax
zaboka,33.2,,0.08656972716232035,17,3Deluger.shp,0.701758,Persea
kokoye,30.0,,0.07068583470577035,17,3Deluger.shp,0.701758,Cocos
mango,58.5,9.0,0.2687828864686917,17,3Deluger.shp,0.701758,Mangifera
monben,35.5,,0.09897980354216342,17,3Deluger.shp,0.701758,Spondias
latanye lame,35.9,,0.10122290069682653,17,3Deluger.shp,0.701758,Thrinax
latanye lame,19.9,,0.031102552668702342,17,3Deluger.shp,0.701758,Thrinax
latanye lame,20.5,,0.03300635781677776,17,3Deluger.shp,0.701758,Thrinax
latanye lame,36.2,,0.10292171692425522,17,3Deluger.shp,0.701758,Thrinax
latanye lame,19.9,,0.031102552668702342,17,3Deluger.shp,0.701758,Thrinax
latanye lame,67.5,,0.35784703819796243,17,3Deluger.shp,0.701758,Thrinax
mango,50.4,,0.19950369987356623,17,3Deluger.shp,0.701758,Mangifera
latanye lame,35.5,,0.09897980354216342,17,3Deluger.shp,0.701758,Thrinax
latanye lame,60.5,,0.287475362757551,17,3Deluger.shp,0.701758,Thrinax
latanye lame,19.1,,0.028652110398902312,17,3Deluger.shp,0.701758,Thrinax
chadek,8.5,5.5,0.005674501730546565,17,3Deluger.shp,0.701758,Citrus
chadek,14.5,6.0,0.01651299638543135,17,3Deluger.shp,0.701758,Citrus
chadek,8.3,5.5,0.005410607947645022,17,3Deluger.shp,0.701758,Citrus
mango,27.9,8.6,0.06113617843702075,17,3Deluger.shp,0.701758,Mangifera
mango,57.8,,0.26238896002047307,17,3Deluger.shp,0.701758,Mangifera
kokoye,18.3,,0.026302199094017143,17,3Deluger.shp,0.701758,Cocos
kokoye,16.4,,0.021124069002737764,17,3Deluger.shp,0.701758,Cocos
latanye lame,29.1,,0.06650830187465934,17,3Deluger.shp,0.701758,Thrinax
latanye lame,20.5,,0.03300635781677776,17,3Deluger.shp,0.701758,Thrinax
latanye lame,22.5,,0.03976078202199582,17,3Deluger.shp,0.701758,Thrinax
zaboka,37.4,,0.10985835350338148,17,3Deluger.shp,0.701758,Persea
monben,32.7,,0.08398184021392575,17,3Deluger.shp,0.701758,Spondias
bayawonn,5.5,4.8,0.002375829444277281,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,12.8,6.5,0.012867963509103792,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,12.9,6.2,0.013069810837096936,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,6.6,6.2,0.003421194399759285,18,Plot_1GON.shp,0.645644,Prosopis
,10.6,6.4,0.008824733763933728,18,Plot_1GON.shp,0.645644,
bayawonn,10.5,6.5,0.008659014751456867,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,7.9,6.3,0.0049016699377634745,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,10.8,6.4,0.009160884177867838,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,6.5,6.0,0.0033183072403542195,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,7.0,6.0,0.003848451000647497,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,7.5,6.6,0.004417864669110647,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,20.8,5.7,0.03397946614122721,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,33.6,6.7,0.08866831105491833,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,6.1,6.6,0.002922466566001905,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,9.1,6.6,0.00650388219109427,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,7.4,6.0,0.004300840342764428,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,8.7,6.7,0.0059446786987552855,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,6.8,6.0,0.0036316811075498014,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,11.7,6.0,0.010751315458747667,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,8.6,6.0,0.005808804816487527,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,7.6,6.7,0.004536459791783661,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,6.7,6.7,0.003525652355491146,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,7.7,6.6,0.004656625710783471,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,5.0,6.0,0.001963495408493621,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,6.1,6.1,0.002922466566001905,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,8.1,6.4,0.005152997350050658,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,10.7,6.6,0.008992023572737385,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,8.8,6.7,0.006082123377349841,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,7.5,6.6,0.004417864669110647,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,11.7,6.7,0.010751315458747667,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,9.0,6.0,0.0063617251235193305,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,15.3,6.5,0.018385385606970867,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,7.9,6.3,0.0049016699377634745,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,9.1,6.4,0.00650388219109427,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,12.0,6.6,0.011309733552923255,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,7.5,6.2,0.004417864669110647,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,12.5,6.3,0.01227184630308513,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,8.7,6.4,0.0059446786987552855,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,10.5,6.8,0.008659014751456867,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,11.9,6.6,0.011122023391871266,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,14.1,6.5,0.015614500886504666,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,17.8,6.6,0.024884555409084755,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,10.7,6.4,0.008992023572737385,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,8.8,6.8,0.006082123377349841,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,7.7,6.9,0.004656625710783471,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,11.9,6.8,0.011122023391871266,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,9.0,6.7,0.0063617251235193305,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,9.8,6.6,0.0075429639612690945,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,8.4,6.4,0.005541769440932396,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,7.6,6.2,0.004536459791783661,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,4.8,3.0,0.0018095573684677208,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,12.8,6.8,0.012867963509103792,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,14.2,6.6,0.015836768566746144,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,11.0,6.7,0.009503317777109124,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,11.8,6.8,0.010935884027146072,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,6.0,3.0,0.0028274333882308137,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,10.9,6.8,0.009331315579325082,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,5.7,6.7,0.0025517586328783095,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,6.4,6.6,0.003216990877275948,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,10.9,6.8,0.009331315579325082,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,11.9,6.8,0.011122023391871266,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,5.4,4.5,0.0022902210444669595,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,13.6,6.7,0.014526724430199206,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,5.7,6.6,0.0025517586328783095,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,7.4,6.7,0.004300840342764428,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,7.8,6.8,0.004778362426110076,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,5.6,6.8,0.0024630086404143973,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,8.5,6.7,0.005674501730546565,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,10.3,6.7,0.00833228911548353,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,9.0,6.7,0.0063617251235193305,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,7.6,6.8,0.004536459791783661,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,8.7,6.9,0.0059446786987552855,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,8.5,6.9,0.005674501730546565,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,10.2,6.7,0.00817128249198705,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,9.2,6.7,0.006647610054996002,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,17.9,6.8,0.02516494255341764,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,8.8,5.0,0.006082123377349841,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,7.6,6.5,0.004536459791783661,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,7.4,6.6,0.004300840342764428,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,11.9,6.4,0.011122023391871266,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,9.6,6.6,0.007238229473870883,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,8.9,6.5,0.006221138852271189,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,7.3,6.6,0.004185386812745002,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,9.3,6.7,0.006792908715224532,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,7.2,6.8,0.004071504079052372,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,7.4,6.6,0.004300840342764428,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,10.9,6.7,0.009331315579325082,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,9.7,6.7,0.0073898113194065885,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,9.3,6.8,0.006792908715224532,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,9.5,6.7,0.007088218424661971,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,7.0,6.4,0.003848451000647497,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,7.3,6.0,0.004185386812745002,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,7.1,6.4,0.003959192141686536,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,7.8,6.6,0.004778362426110076,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,7.7,6.8,0.004656625710783471,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,7.0,6.7,0.003848451000647497,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,5.5,6.2,0.002375829444277281,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,9.9,6.8,0.007697687399458391,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,6.1,6.9,0.002922466566001905,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,5.5,5.5,0.002375829444277281,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,7.3,5.5,0.004185386812745002,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,11.8,5.8,0.010935884027146072,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,6.1,6.4,0.002922466566001905,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,11.1,6.5,0.00967689077121996,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,9.8,6.2,0.0075429639612690945,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,8.7,6.4,0.0059446786987552855,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,7.6,5.9,0.004536459791783661,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,11.5,6.4,0.010386890710931254,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,10.7,6.0,0.008992023572737385,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,11.9,6.0,0.011122023391871266,18,Plot_1GON.shp,0.645644,Prosopis
,11.5,5.9,0.010386890710931254,18,Plot_1GON.shp,0.645644,
,11.6,5.8,0.010568317686676062,18,Plot_1GON.shp,0.645644,
,13.7,5.9,0.014741138128806702,18,Plot_1GON.shp,0.645644,
,8.6,5.8,0.005808804816487527,18,Plot_1GON.shp,0.645644,
sitwon,7.7,4.0,0.004656625710783471,18,Plot_1GON.shp,0.645644,Citrus
sitwon,6.5,4.0,0.0033183072403542195,18,Plot_1GON.shp,0.645644,Citrus
sitwon,6.2,4.0,0.003019070540099791,18,Plot_1GON.shp,0.645644,Citrus
bayawonn,6.8,5.9,0.0036316811075498014,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,9.7,6.0,0.0073898113194065885,18,Plot_1GON.shp,0.645644,Prosopis
sitwon,6.5,4.0,0.0033183072403542195,18,Plot_1GON.shp,0.645644,Citrus
bayawonn,9.6,6.0,0.007238229473870883,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,10.6,4.8,0.008824733763933728,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,9.7,5.0,0.0073898113194065885,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,6.3,6.0,0.0031172453105244723,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,9.2,6.1,0.006647610054996002,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,8.5,6.0,0.005674501730546565,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,6.5,6.2,0.0033183072403542195,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,8.5,5.0,0.005674501730546565,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,10.9,5.8,0.009331315579325082,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,8.2,6.0,0.005281017250684441,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,5.0,6.1,0.001963495408493621,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,8.0,6.2,0.005026548245743669,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,9.1,6.4,0.00650388219109427,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,6.5,6.2,0.0033183072403542195,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,5.3,6.6,0.002206183440983432,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,13.3,6.7,0.013892908112337465,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,7.2,6.4,0.004071504079052372,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,8.1,5.2,0.005152997350050658,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,6.6,5.2,0.003421194399759285,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,9.3,5.2,0.006792908715224532,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,7.0,2.6,0.003848451000647497,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,7.4,6.0,0.004300840342764428,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,6.9,6.2,0.0037392806559352516,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,8.5,6.4,0.005674501730546565,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,18.2,6.6,0.02601552876437708,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,11.6,6.4,0.010568317686676062,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,19.7,6.5,0.030480517323291562,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,10.6,6.4,0.008824733763933728,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,6.9,6.7,0.0037392806559352516,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,9.5,6.6,0.007088218424661971,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,13.0,6.5,0.013273228961416878,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,8.4,6.6,0.005541769440932396,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,13.4,6.7,0.014102609421964583,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,15.0,6.8,0.017671458676442587,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,13.7,6.6,0.014741138128806702,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,11.2,6.6,0.00985203456165759,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,6.2,6.8,0.003019070540099791,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,8.2,6.5,0.005281017250684441,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,8.5,6.6,0.005674501730546565,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,7.5,6.7,0.004417864669110647,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,6.1,6.5,0.002922466566001905,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,9.5,6.6,0.007088218424661971,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,8.4,6.5,0.005541769440932396,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,13.6,6.6,0.014526724430199206,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,21.0,6.4,0.03463605900582747,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,19.0,6.5,0.028352873698647883,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,6.5,0.62,0.0033183072403542195,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,6.2,6.0,0.003019070540099791,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,7.3,6.4,0.004185386812745002,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,17.4,6.5,0.023778714795021142,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,14.5,6.5,0.01651299638543135,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,10.2,6.0,0.00817128249198705,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,16.7,6.2,0.02190396937899143,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,8.9,6.1,0.006221138852271189,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,12.8,5.6,0.012867963509103792,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,10.2,5.4,0.00817128249198705,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,12.0,6.8,0.011309733552923255,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,9.5,6.0,0.007088218424661971,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,7.0,5.0,0.003848451000647497,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,5.3,5.8,0.002206183440983432,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,10.5,6.0,0.008659014751456867,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,6.6,6.2,0.003421194399759285,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,5.2,4.6,0.0021237166338267006,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,5.5,4.3,0.002375829444277281,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,8.3,6.4,0.005410607947645022,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,6.2,6.6,0.003019070540099791,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,7.8,6.7,0.004778362426110076,18,Plot_1GON.shp,0.645644,Prosopis
bayawonn,17.5,6.8,0.02405281875404685,18,Plot_1GON.shp,0.645644,Prosopis
